álbum;musica;letra
O Descobrimento do Brasil;Love In The Afternoon;E me lembro de você
O Descobrimento do Brasil;Love In The Afternoon;Dias assim
O Descobrimento do Brasil;Love In The Afternoon;Dia de chuva
O Descobrimento do Brasil;Love In The Afternoon;Dia de Sol
O Descobrimento do Brasil;Love In The Afternoon;E o que sinto não sei dizer
O Descobrimento do Brasil;Love In The Afternoon;Vai com os anjos
O Descobrimento do Brasil;Love In The Afternoon;Vai em paz
O Descobrimento do Brasil;Love In The Afternoon;Era assim todo dia de tarde
O Descobrimento do Brasil;Love In The Afternoon;A descoberta da amizade
O Descobrimento do Brasil;Love In The Afternoon;Até a próxima vez
O Descobrimento do Brasil;Love In The Afternoon;É tão estranho
O Descobrimento do Brasil;Love In The Afternoon;Os bons morrem antes
O Descobrimento do Brasil;Love In The Afternoon;Me lembro de você
O Descobrimento do Brasil;Love In The Afternoon;E de tanta gente que se foi
O Descobrimento do Brasil;Love In The Afternoon;Cedo demais!
O Descobrimento do Brasil;Love In The Afternoon;E cedo demais
O Descobrimento do Brasil;Love In The Afternoon;Eu aprendi a ter
O Descobrimento do Brasil;Love In The Afternoon;Tudo o que sempre quis
O Descobrimento do Brasil;Love In The Afternoon;Só não aprendi a perder
O Descobrimento do Brasil;Love In The Afternoon;E eu que tive um começo feliz
O Descobrimento do Brasil;Love In The Afternoon;Do resto não sei dizer
O Descobrimento do Brasil;Love In The Afternoon;Lembro das tardes que passamos juntos
O Descobrimento do Brasil;Love In The Afternoon;Não é sempre, mas eu sei
O Descobrimento do Brasil;Love In The Afternoon;Que você está bem agora
O Descobrimento do Brasil;Love In The Afternoon;Só que neste ano
O Descobrimento do Brasil;Love In The Afternoon;O verão acabou
O Descobrimento do Brasil;Love In The Afternoon;Cedo demais!
O Descobrimento do Brasil;La Nuova Gioventú;Tudo que sei é que você quis partir
O Descobrimento do Brasil;La Nuova Gioventú;Eu quis partir você, tirar você de mim
O Descobrimento do Brasil;La Nuova Gioventú;Demorei para esquecer, demorei para encontrar
O Descobrimento do Brasil;La Nuova Gioventú;Um lugar onde você não me machucasse mais
O Descobrimento do Brasil;La Nuova Gioventú;E guardei um pouco
O Descobrimento do Brasil;La Nuova Gioventú;Porque o tempo é mercúrio-cromo
O Descobrimento do Brasil;La Nuova Gioventú;E tempo é tudo que somos
O Descobrimento do Brasil;La Nuova Gioventú;Talvez tivéssemos, teríamos tido, tivéramos filhos
O Descobrimento do Brasil;La Nuova Gioventú;Estava lhe ensinando a ler
O Descobrimento do Brasil;La Nuova Gioventú;On The Road e coisas desiguais
O Descobrimento do Brasil;La Nuova Gioventú;Com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;Com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;Com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;Com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;Veja bem, eu já não sei
O Descobrimento do Brasil;La Nuova Gioventú;Se estou bem só por dizer
O Descobrimento do Brasil;La Nuova Gioventú;Só por dizer é que finjo que sei
O Descobrimento do Brasil;La Nuova Gioventú;Não me olhe assim, eu sou parte de você
O Descobrimento do Brasil;La Nuova Gioventú;Você não é parte de mim
O Descobrimento do Brasil;La Nuova Gioventú;Do meu passado você faz pouco caso
O Descobrimento do Brasil;La Nuova Gioventú;Mas só para você saber
O Descobrimento do Brasil;La Nuova Gioventú;Me diverti um bocado
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;La Nuova Gioventú;E com você por perto
O Descobrimento do Brasil;La Nuova Gioventú;Eu gostava mais de mim
O Descobrimento do Brasil;Só Por Hoje;Só por hoje eu não quero mais chorar
O Descobrimento do Brasil;Só Por Hoje;Só por hoje eu espero conseguir
O Descobrimento do Brasil;Só Por Hoje;Aceitar o que passou e o que virá
O Descobrimento do Brasil;Só Por Hoje;Só por hoje vou me lembrar que sou feliz
O Descobrimento do Brasil;Só Por Hoje;Hoje eu já sei que sou tudo que preciso ser
O Descobrimento do Brasil;Só Por Hoje;Não preciso me desculpar e nem te convencer
O Descobrimento do Brasil;Só Por Hoje;O mundo é radical
O Descobrimento do Brasil;Só Por Hoje;Não sei onde estou indo
O Descobrimento do Brasil;Só Por Hoje;Só sei que não estou perdido
O Descobrimento do Brasil;Só Por Hoje;Aprendi a viver um dia de cada vez
O Descobrimento do Brasil;Só Por Hoje;Só por hoje eu não vou me machucar
O Descobrimento do Brasil;Só Por Hoje;Só por hoje eu não quero me esquecer
O Descobrimento do Brasil;Só Por Hoje;Que há algumas pouco vinte quatro horas
O Descobrimento do Brasil;Só Por Hoje;Quase joguei a minha vida inteira fora
O Descobrimento do Brasil;Só Por Hoje;Não, não, não, não
O Descobrimento do Brasil;Só Por Hoje;Viver é uma dádiva fatal!
O Descobrimento do Brasil;Só Por Hoje;No fim das contas ninguém sai vivo daqui
O Descobrimento do Brasil;Só Por Hoje;Mas vamos com calma!
O Descobrimento do Brasil;Só Por Hoje;Só por hoje eu não quero mais chorar
O Descobrimento do Brasil;Só Por Hoje;Só por hoje eu não vou me destruir
O Descobrimento do Brasil;Só Por Hoje;Posso até ficar triste se eu quiser
O Descobrimento do Brasil;Só Por Hoje;É só por hoje, ao menos isso eu aprendi
O Descobrimento do Brasil;Só Por Hoje;Yeah!
A Tempestade;Natália;Vamos falar de pesticidas
A Tempestade;Natália;E de tragédias radioativas
A Tempestade;Natália;De doenças incuráveis
A Tempestade;Natália;Vamos falar de sua vida
A Tempestade;Natália;Preste atenção ao que eles dizem
A Tempestade;Natália;Ter esperança é hipocrisia
A Tempestade;Natália;A felicidade é uma mentira
A Tempestade;Natália;E a mentira é salvação
A Tempestade;Natália;Beba desse sangue imundo
A Tempestade;Natália;E você conseguirá dinheiro
A Tempestade;Natália;E quando o circo pega fogo
